date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9
2019-07-28,0.78778416,0.00024288711,0.9891061,0.051103264,0.6876838,0.98316044,0.99919444,0.99997723,0.014867617,0.39690906
2019-07-29,3.3162574e-05,2.7213634e-06,0.9998068,7.809243e-06,0.12380195,0.24714635,0.9999933,1.0,0.36359543,0.93321645
2019-08-14,0.041357543,0.00211695,0.9998317,0.015116537,0.00820083,0.9839438,0.25426406,0.99999976,0.090737574,0.06818476
2019-08-15,0.0036610344,0.0043799905,0.9995683,0.0014496868,0.0017964245,0.7819999,0.81523496,0.9999999,0.05669074,0.22328599
2019-08-16,0.017296197,0.0003097101,0.99881303,1.0934827e-05,0.012536277,0.2609635,0.9307334,1.0,0.016194636,0.017819872
2019-08-17,0.014474451,0.004373669,0.99815243,0.0001624736,0.36029384,0.9957813,0.20667304,0.99999976,0.20802991,0.12946747
2019-08-18,0.1396077,0.003939153,0.9993006,0.15909225,0.004135802,0.97661465,0.0067175175,1.0,0.013144168,0.03271931
2019-08-19,0.30956867,0.004054049,0.99971956,0.00024698902,0.021332894,0.6224173,0.9900491,0.99999535,0.007548698,0.6155742
2019-08-20,0.012940704,7.0188784e-05,0.9873444,0.00029549023,0.009733806,0.99284005,0.6145943,1.0,0.009711489,0.007073139
2019-08-21,0.11742183,0.00024438492,0.99419135,0.00016169836,0.0433809,0.9913017,0.020318663,1.0,0.0302165,0.06534168
2019-08-22,0.015482506,0.0004627277,0.99947757,0.00022788702,0.024541223,0.9948835,0.022389418,1.0,0.0005452343,0.21015577
2019-08-23,0.08533199,0.00018530294,0.9987288,1.6263852e-05,0.01856921,0.9178374,0.023235573,0.99999976,0.00049802935,0.2671791
2019-08-24,0.011333287,0.00088520325,0.9992459,0.009140974,0.012990021,0.99959177,0.0035442493,0.9999999,0.00442263,0.021290932
2019-08-27,0.0060854224,0.00015285576,0.98132807,0.0009783799,0.04830628,0.99679583,0.21015787,1.0,1.3497538e-05,0.057344772
2019-08-28,0.008774318,4.246618e-05,0.9998062,3.8689173e-05,0.07859732,0.9837689,0.40971142,1.0,0.004419251,0.019054674
2019-08-29,0.0066158534,0.00221411,0.9996101,3.093142e-05,0.6535922,0.929008,0.40041357,0.9999999,0.01231848,0.013038997
2019-08-30,0.01743969,4.096703e-05,0.99710673,0.003289835,0.0008408681,0.99559325,0.4660253,1.0,0.00035084726,0.027921138
2019-08-31,0.0008583209,0.00067190157,0.9981882,0.0012310352,0.01694585,0.967227,0.003893143,1.0,8.3225685e-05,0.15869707
2019-09-01,0.016020605,0.002835211,0.99764794,0.00092708727,0.034971207,0.86622214,0.007313287,0.9999999,0.0018873375,0.056487974
2019-09-02,0.047529444,0.001096388,0.99664944,0.007324713,0.07519382,0.9995189,0.0012464978,1.0,0.0013531754,0.015508314
2019-09-03,0.011670031,0.00025007012,0.9580026,0.00014054711,0.004066679,0.9918098,0.00059018057,1.0,0.0007149554,0.04859756
2019-09-04,0.01932599,0.0011198448,0.9451633,0.00039560496,0.0026377386,0.9814734,0.00021526814,1.0,8.579039e-05,0.33075976
2019-09-05,0.026141265,0.028681075,0.9992017,0.0015665547,0.0005315003,0.95122933,0.00018843722,0.9999999,0.0059964205,0.40418595
2019-09-06,0.015231968,0.00040723424,0.99845016,7.8472156e-05,0.019962091,0.99618405,0.0039849794,1.0,0.014773056,0.023936393
2019-09-07,0.19171284,0.00063600147,0.6091236,0.0011304676,0.0033632847,0.9987213,0.0052728155,1.0,0.0005791583,0.01469523
2019-09-08,0.58168733,0.010162145,0.99880147,0.011785028,0.00094428664,0.9988005,2.1308402e-05,0.99999976,0.0008487412,0.13386703
2019-09-09,0.079258755,0.014661353,0.9976101,0.00017714399,0.018243203,0.9793073,8.4008694e-05,1.0,0.0006895679,0.15906002
2019-09-10,0.014949052,0.00011936058,0.99789387,4.4632143e-05,0.07916051,0.9833292,0.06173116,1.0,0.0028059166,0.027373029
2019-09-11,0.10580231,0.0002497975,0.9967182,0.0009985941,0.008235241,0.99511707,0.012649575,0.9999999,0.0072668944,0.030040247
2019-09-12,0.10580231,0.0002497975,0.9967182,0.0009985941,0.008235241,0.99511707,0.012649575,0.9999999,0.0072668944,0.030040247
2019-09-13,0.029638771,0.000561929,0.9985879,5.3524185e-05,0.04132811,0.9862168,0.015196355,1.0,0.017581765,0.023008913
2019-09-14,0.2656626,5.9911004e-06,0.9973041,6.569371e-05,0.00040621802,0.97389257,0.001171472,1.0,0.0017985161,0.02946294
2019-09-15,0.09155245,8.0573017e-07,0.46753395,0.00017920234,0.00016557824,0.99886584,0.01207834,1.0,0.0012889176,0.091369726
2019-09-16,0.30422875,4.0788716e-05,0.9974613,0.0017749243,0.045965802,0.99680233,0.07609707,0.9999999,0.004219792,0.0038297013
2019-09-17,0.25007156,0.0065689716,0.9944529,0.0032977546,0.0035664586,0.9926359,6.975007e-05,1.0,0.00028216583,0.19919086
2019-09-18,0.30813286,0.042307906,0.99894184,0.0018008917,0.000907123,0.98835284,1.6300808e-05,0.99999964,0.0010095215,0.3258276
2019-09-19,0.28424513,1.0572538e-05,0.9983145,6.041467e-05,0.000529177,0.99752694,0.00014809497,1.0,0.0024809157,0.0130426
2019-09-20,0.3339338,1.7995965e-06,0.7072373,3.726669e-05,0.0032317734,0.9771642,0.0025568728,1.0,0.0045837727,0.013743917
2019-09-21,0.17827968,0.0004551152,0.99412495,0.0003396788,0.057050657,0.99802506,0.0144485105,1.0,0.037793547,0.021827076
2019-09-22,0.017887298,1.2116208e-05,0.9988636,0.014273202,7.813123e-05,0.9990101,0.00021786409,1.0,0.009524442,0.04100369
2019-09-23,0.081032634,1.3485251e-05,0.98535687,0.0011912743,0.00037526505,0.98459715,0.04993501,1.0,0.032359485,0.01106942
2019-09-24,0.38507667,8.762383e-06,0.99614006,5.1082126e-05,0.0008233755,0.9844445,0.0040248265,1.0,0.0035754049,0.006606377
2019-09-25,0.3755154,0.0020688311,0.9947094,0.0017878755,0.0025514122,0.9985567,6.221237e-05,1.0,0.0024877246,0.02801134
2019-09-26,0.26779887,1.0715745e-05,0.9995808,0.06925887,0.0003240819,0.9985613,0.0048190327,0.9999999,0.04264138,0.00868902
2019-09-27,0.4177378,1.3786805e-05,0.9981981,0.007125536,0.0017912315,0.99911934,0.047933005,0.9999999,0.011949275,0.0015271635
2019-09-28,0.016622186,7.3086567e-06,0.9992429,0.008461103,0.00016329116,0.9905157,0.2015755,1.0,0.15295473,0.015902167
2019-09-29,0.99965644,0.001355876,0.9983891,0.12470755,0.012994485,0.99907374,0.0003980349,0.99998176,0.00026502783,0.0011047029
2019-09-30,0.94894505,7.644579e-05,0.98794997,0.49512947,0.0003842084,0.99932575,0.00068745896,0.9999999,0.0037227073,0.10014632
2019-10-01,0.031056603,3.620332e-06,0.99842227,0.035839755,4.1301828e-05,0.99445194,0.0004340982,1.0,0.010873386,0.049380336
2019-10-02,0.5435177,0.00021354663,0.9997782,0.000508684,0.0008572842,0.9926865,5.3403965e-05,0.9999999,0.007515996,0.02220228
2019-10-03,0.9358778,0.00048675205,0.99780434,0.01834049,7.143788e-05,0.9946332,7.0601156e-05,0.99999976,0.0017617841,0.14105874
2019-10-04,0.9701956,0.00014071997,0.99924195,0.015565903,0.00040091062,0.9807859,0.00083950436,0.9999995,0.00028216207,0.013807424
2019-10-05,0.9562554,0.00025831483,0.9857573,0.0010525822,0.000116387644,0.94501406,0.00013446154,0.99999976,0.003775833,0.2112374
2019-10-06,0.97602594,0.00026994228,0.997029,0.88218397,0.0010781834,0.999892,0.00019043346,0.9999969,0.008480466,0.050407395
2019-10-07,0.99582005,0.00034552455,0.94231224,0.02264562,0.00047493688,0.99366355,0.0005053525,0.9999995,0.0012407469,0.06917469
2019-10-08,0.99668795,0.00033944641,0.99851185,0.18372826,0.00011557785,0.9932854,0.00022452231,0.99999654,0.017557798,0.080444284
2019-10-09,0.9946715,0.00083310256,0.99918836,0.004387389,0.007924082,0.9928571,0.000779567,0.9999951,0.000398533,0.07073244
2019-10-10,0.90670353,0.0013163572,0.99598676,0.2569297,0.000569515,0.9951611,0.00033615466,0.99999905,0.00047301876,0.16548055
2019-10-11,0.16654952,1.4812862e-05,0.9997911,0.0050880397,4.255025e-05,0.99533033,0.00084000034,1.0,0.0040820404,0.011836378
2019-10-12,0.9956671,0.0022180406,0.99509525,0.019937236,0.010146615,0.99948126,3.0621063e-06,0.99999857,0.001438425,0.019957159
2019-10-13,0.53060424,2.9964956e-05,0.9993748,0.0004708475,0.0012555401,0.99731547,3.712243e-05,1.0,0.0041764947,0.015208419
2019-10-14,0.9533028,0.0010026351,0.90292513,0.9817399,0.00042599032,0.9998622,1.2862554e-06,1.0,0.0008568239,0.03133456
2019-10-15,0.95152086,6.6724984e-05,0.9915842,0.001628521,0.0031214783,0.98033583,0.00011776638,0.9999999,0.0045148158,0.03704528
2019-10-16,0.5991798,0.00015194289,0.99851304,0.0048906244,0.00017977704,0.99930155,8.41035e-06,1.0,0.00046168503,0.023881454
2019-10-17,0.61578166,5.119551e-05,0.99827385,0.002443058,0.00022789332,0.99336445,0.0001214155,0.9999999,0.0018581263,0.03165835
2019-10-18,0.8842143,2.8760292e-06,0.88685834,0.0013496804,0.0002463256,0.9873159,0.0005476708,1.0,0.00023697324,0.008831029
2019-10-19,0.8066042,9.931379e-06,0.9994648,0.00089690427,0.0045155077,0.9986198,0.00036446445,0.9999999,0.00013133626,0.021877067
2019-10-20,0.9822019,5.4130036e-05,0.99922836,0.0044001252,0.002730146,0.9994783,0.0009509338,0.99999905,0.0024957624,0.020843405
2019-10-21,0.98962116,0.0087298425,0.9426434,0.4365061,0.0005133088,0.99562377,2.9171884e-05,0.9999994,0.0007748492,0.04390711
2019-10-22,0.9899658,2.2416318e-05,0.99900913,0.012757759,0.002586515,0.9877809,0.013432703,0.99999905,0.00060897315,0.023704458
2019-10-23,0.99899346,0.0004899818,0.99324834,0.41035917,0.004463453,0.99948955,3.4566347e-05,0.99999714,0.0020206394,0.011985709
2019-10-24,0.9124605,4.605856e-05,0.99490684,0.045774285,0.0043923925,0.999731,8.966505e-05,0.99999964,0.001523478,0.0009773383
2019-10-25,0.9594955,0.00017749482,0.99345,0.021039583,0.0007759949,0.9988551,0.00014714008,0.99999976,0.00081145565,0.034127645
2019-10-26,0.9925875,8.896008e-06,0.860478,0.4174934,0.00038771,0.999524,0.0009421553,0.9999999,0.0004486251,0.006287387
2019-10-27,0.93281835,0.00055262324,0.99489933,0.05971637,0.0002568117,0.9990895,4.797546e-06,0.9999999,0.0017071359,0.039839115
2019-10-28,0.972297,0.00093240774,0.9189365,0.008985985,0.0024442074,0.9967602,1.637516e-05,1.0,0.0019716516,0.010996134
2019-10-29,0.9957625,0.0046870383,0.8955301,0.3457983,0.00035462683,0.99841154,2.7345584e-07,0.9999999,0.00015031493,0.045327865
2019-10-30,0.9999802,0.014942804,0.59291095,0.5918592,0.1608039,0.98904055,7.3841047e-06,0.9999994,0.0006986927,0.034142423
2019-10-31,0.9993549,0.0032845656,0.80325425,0.42861477,0.0071076322,0.99848926,0.0001983536,0.9999993,2.9913535e-05,0.05325346
2019-11-01,0.9994646,2.9373634e-05,0.99588484,0.20738412,0.017764041,0.9991949,0.023502765,0.99999714,0.0010237328,0.029978734
2019-11-02,0.9999907,0.007884096,0.98434883,0.88810724,0.0005187359,0.99768937,0.003942784,0.99997103,0.0038633547,0.07511428
2019-11-03,0.99977344,0.0002682045,0.9855385,0.6628639,0.014230136,0.9991241,0.00017827487,0.99999774,0.0013674885,0.007562057
2019-11-04,0.9110815,0.0041515827,0.9956043,0.6086609,0.0007258958,0.9991553,4.344721e-05,0.9999994,0.0027333663,0.06076438
2019-11-05,0.9990427,0.00040275275,0.98807496,0.03755773,0.0024050176,0.9955978,5.7402244e-06,0.99999964,0.00010422505,0.017595015
2019-11-06,0.9981755,0.9019674,0.98091596,0.9390747,0.1457676,0.9951498,4.0491564e-06,0.99995935,0.00023830551,0.76758325
2019-11-07,0.9998518,0.010437322,0.37314662,0.27087092,0.0047946004,0.9505225,0.00025324544,0.9999999,0.0010509558,0.02543756
2019-11-08,0.9999944,0.19839646,0.9967169,0.8639804,0.013062386,0.9877945,2.4384426e-06,0.99990106,0.03581838,0.009655491
2019-11-09,0.9861115,0.7888643,0.8914313,0.9731578,0.73762023,0.99335665,4.9944098e-05,0.99998593,0.0013305887,0.15484363
2019-11-10,0.9999994,0.81696683,0.97385955,0.99317414,0.028517157,0.9997547,1.0527854e-07,0.9992199,0.18724597,0.0025393663
2019-11-11,0.99998903,0.0026080206,0.7978175,0.9473151,0.060340766,0.99358726,5.103626e-05,0.9999951,0.0009373446,0.011763993
2019-11-12,0.99989605,0.2271551,0.9800623,0.97228235,0.00027066877,0.9905681,0.0012996806,0.99996066,0.006218519,0.57734907
2019-11-13,0.99998736,0.33449492,0.9675312,0.90697587,0.0005416584,0.98103446,3.35505e-06,0.9999995,0.006855176,0.0023231814
2019-11-14,0.99963784,0.013283434,0.99617946,0.8420786,0.0017589092,0.9981926,0.00016992068,0.9999441,0.0011063578,0.42102513
2019-11-15,0.9999974,0.20306109,0.97859186,0.9799075,0.003796028,0.9554577,0.00062207016,0.99993813,0.07766847,0.08366055
2019-11-16,0.9994611,0.983435,0.525599,0.971922,0.06147639,0.99820614,1.4671756e-06,0.9999622,0.0032393776,0.121688195
2019-11-17,0.99999976,0.9931083,0.9293432,0.988419,0.31630096,0.99638414,3.3223042e-08,0.99890995,0.013416288,0.09428726
2019-11-18,0.9997458,0.3642745,0.71356285,0.99421716,0.62340754,0.9522847,0.0017231494,0.9999044,0.072592326,0.1504113
